Distrito Federal,Distrito Local,Municipio,Sección,Tipo Sección,Padrón Electoral,Listado Nominal,Casilla,Tipo Casilla,"Casilla
con urna electrónic",Domicilio,Localidad y Manzana,Ubicación,Referencia,Tipo Domicilio,postal_code,Distrito Federal_,Distrito Local_,Municipio_
CIUDAD VALLES,CARDENAS,EL NARANJO,195,NO URBANA,309,309,NO URBANA,E1,NO,"CALLE MANUEL ÁVILA CAMACHO, SIN NÚMERO, EJIDO MAGUEY DE ORIENTE, CÓDIGO POSTAL 79310, EL NARANJO, SAN LUIS POTOSÍ.",40) MAGUEY DE ORIENTE 0002,GALERA EJIDAL,ENTRE CALLES DEPORTIVA 2 Y MIGUEL ALEMÁN,LUGAR PÚBLICO,79310,4,11,57
CIUDAD VALLES,CARDENAS,EL NARANJO,203,NO URBANA,206,206,NO URBANA,B1,NO,"CARRETERA NARANJO EL ESTRIBO, SIN NÚMERO, EJIDO LA MUTUA, CÓDIGO POSTAL 79310, EL NARANJO, SAN LUIS POTOSÍ.",49) LA MUTUA,GALERA EJIDAL,A UN COSTADO DE LA ESCUELA PRIMARIA MIGUEL HIDALGO,LUGAR PÚBLICO,79310,4,11,57
CIUDAD VALLES,CARDENAS,EL NARANJO,204,NO URBANA,295,295,NO URBANA,B1,NO,"CALLE GRACIANO SÁNCHEZ, SIN NÚMERO, EJIDO KILÓMETRO 42, CÓDIGO POSTAL 79310, EL NARANJO, SAN LUIS POTOSÍ.",33) KILOMETRO 42 0017,ESCUELA PRIMARIA 21 DE AGOSTO,ENTRE CALLES 16 DE SEPTIEMBRE Y 5 DE MAYO,ESCUELA,79310,4,11,57
CIUDAD VALLES,CARDENAS,EL NARANJO,205,NO URBANA,620,620,NO URBANA,B1,NO,"CALLE 18 DE MARZO, SIN NÚMERO, EJIDO MINAS VIEJAS, CÓDIGO POSTAL 79310, EL NARANJO, SAN LUIS POTOSÍ.",45) MINAS VIEJAS 0033,GALERA EJIDAL,FRENTE A LA ESCUELA PRIMARIA 18 DE MARZO,LUGAR PÚBLICO,79310,4,11,57
CIUDAD VALLES,CARDENAS,EL NARANJO,212,NO URBANA,492,491,NO URBANA,B1,NO,"CALLE 5 DE MAYO, SIN NÚMERO, EJIDO MAITÍNES, CÓDIGO POSTAL 79310, EL NARANJO, SAN LUIS POTOSÍ.",41) MAITINES 0053,ESCUELA PRIMARIA 5 DE MAYO,ENTRE CALLES CUAUHTÉMOC Y 20 DE NOVIEMBRE,ESCUELA,79310,4,11,57
CIUDAD VALLES,CARDENAS,EL NARANJO,212,NO URBANA,491,491,NO URBANA,C1,NO,"CALLE 5 DE MAYO, SIN NÚMERO, EJIDO MAITÍNES, CÓDIGO POSTAL 79310, EL NARANJO, SAN LUIS POTOSÍ.",41) MAITINES 0053,ESCUELA PRIMARIA 5 DE MAYO,ENTRE CALLES CUAUHTÉMOC Y 20 DE NOVIEMBRE,ESCUELA,79310,4,11,57
CIUDAD VALLES,CARDENAS,EL NARANJO,213,NO URBANA,267,267,NO URBANA,B1,NO,"CALLE FRAMBOYANES, SIN NÚMERO, EJIDO CHARCOS DEL ORIENTE, CÓDIGO POSTAL 79310, EL NARANJO, SAN LUIS POTOSÍ.",21) CHARCOS DEL ORIENTE 0017,ESCUELA PRIMARIA JUSTO SIERRA,ENTRE CALLES PALMA Y SIN NOMBRE,ESCUELA,79310,4,11,57
CIUDAD VALLES,CARDENAS,EL NARANJO,219,URBANA,693,693,URBANA,B1,NO,"AVENIDA JORGE PASQUEL, SIN NÚMERO, COLONIA CARLOS JONGUITUD BARRIOS, CÓDIGO POSTAL 79310, EL NARANJO, SAN LUIS POTOSÍ.",2) EL NARANJO 0015,ESCUELA PRIMARIA JORGE PASQUEL,ENTRE CALLE LÁZARO CÁRDENAS Y PRIVADA JORGE PASQUEL,ESCUELA,79310,4,11,57
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,266,NO URBANA,725,724,NO URBANA,B1,NO,"CALLE MANUEL JOSÉ OTHÓN, SIN NÚMERO, COLONIA VISTA HERMOSA, CÓDIGO POSTAL 79010, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0174,ESCUELA PRIMARIA JESÚS ROMERO FLORES,ENTRE CALLES JOSÉ MARÍA MORELOS Y EMILIANO ZAPATA,ESCUELA,79010,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,266,NO URBANA,724,724,NO URBANA,C1,NO,"CALLE MANUEL JOSÉ OTHÓN, SIN NÚMERO, COLONIA VISTA HERMOSA, CÓDIGO POSTAL 79010, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0174,ESCUELA PRIMARIA JESÚS ROMERO FLORES,ENTRE CALLES JOSÉ MARÍA MORELOS Y EMILIANO ZAPATA,ESCUELA,79010,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,266,NO URBANA,724,724,NO URBANA,C2,NO,"CALLE MANUEL JOSÉ OTHÓN, SIN NÚMERO, COLONIA VISTA HERMOSA, CÓDIGO POSTAL 79010, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0174,ESCUELA PRIMARIA JESÚS ROMERO FLORES,ENTRE CALLES JOSÉ MARÍA MORELOS Y EMILIANO ZAPATA,ESCUELA,79010,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,266,NO URBANA,724,724,NO URBANA,C3,NO,"CALLE MANUEL JOSÉ OTHÓN, SIN NÚMERO, COLONIA
VISTA HERMOSA, CÓDIGO POSTAL 79010, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0174,ESCUELA PRIMARIA JESÚS ROMERO FLORES,ENTRE CALLES JOSÉ MARÍA MORELOS Y EMILIANO ZAPATA,ESCUELA,79010,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,266,NO URBANA,724,723,NO URBANA,C4,NO,"CALLE MANUEL JOSÉ OTHÓN, SIN NÚMERO, COLONIA VISTA HERMOSA, CÓDIGO POSTAL 79010, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0174,ESCUELA PRIMARIA JESÚS ROMERO FLORES,ENTRE CALLES JOSÉ MARÍA MORELOS Y EMILIANO ZAPATA,ESCUELA,79010,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,266,NO URBANA,724,723,NO URBANA,C5,NO,"CALLE MANUEL JOSÉ OTHÓN, SIN NÚMERO, COLONIA VISTA HERMOSA, CÓDIGO POSTAL 79010, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0174,ESCUELA PRIMARIA JESÚS ROMERO FLORES,ENTRE CALLES JOSÉ MARÍA MORELOS Y EMILIANO ZAPATA,ESCUELA,79010,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,266,NO URBANA,750,749,NO URBANA,E1,NO,"CALLE VALERIA, SIN NÚMERO, FRACCIONAMIENTO EL CONSUELO, CÓDIGO POSTAL 79010, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0324,ESCUELA PRIMARIA PROFESOR JOSÉ CALVILLO MORALES,ENTRE CALLES PATRICIA Y MIRIAM,ESCUELA,79010,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,266,NO URBANA,750,749,NO URBANA,E1 C1,NO,"CALLE VALERIA, SIN NÚMERO, FRACCIONAMIENTO EL CONSUELO, CÓDIGO POSTAL 79010, CIUDAD VALLES,
SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0324,ESCUELA PRIMARIA PROFESOR JOSÉ CALVILLO MORALES,ENTRE CALLES PATRICIA Y MIRIAM,ESCUELA,79010,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,266,NO URBANA,749,749,NO URBANA,E1 C2,NO,"CALLE VALERIA, SIN NÚMERO, FRACCIONAMIENTO EL CONSUELO, CÓDIGO POSTAL 79010, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0324,ESCUELA PRIMARIA PROFESOR JOSÉ CALVILLO MORALES,ENTRE CALLES PATRICIA Y MIRIAM,ESCUELA,79010,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,266,NO URBANA,749,749,NO URBANA,E1 C3,NO,"CALLE VALERIA, SIN NÚMERO, FRACCIONAMIENTO EL CONSUELO, CÓDIGO POSTAL 79010, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0324,ESCUELA PRIMARIA PROFESOR JOSÉ CALVILLO MORALES,ENTRE CALLES PATRICIA Y MIRIAM,ESCUELA,79010,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,267,URBANA,664,663,URBANA,B1,NO,"AVENIDA MÉXICO Y CALLE ARTÍCULO 27, SIN NÚMERO, EJIDO PLAN DE AYALA, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0122,ESCUELA PRIMARIA NACIONES UNIDAS,A UN COSTADO DEL CAMPO,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,267,URBANA,664,663,URBANA,C1,NO,"AVENIDA MÉXICO Y CALLE ARTÍCULO 27, SIN NÚMERO, EJIDO PLAN DE AYALA, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0122,ESCUELA PRIMARIA NACIONES UNIDAS,A UN COSTADO DEL CAMPO,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,267,URBANA,664,663,URBANA,C2,NO,"AVENIDA MÉXICO Y CALLE ARTÍCULO 27, SIN NÚMERO, EJIDO PLAN DE AYALA, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0122,ESCUELA PRIMARIA NACIONES UNIDAS,A UN COSTADO DEL CAMPO,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,267,URBANA,663,663,URBANA,C3,NO,"AVENIDA MÉXICO Y CALLE ARTÍCULO 27, SIN NÚMERO, EJIDO PLAN DE AYALA, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0122,ESCUELA PRIMARIA NACIONES UNIDAS,A UN COSTADO DEL CAMPO,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,268,URBANA,681,681,URBANA,B1,NO,"CALLE ARTÍCULO 123, SIN NÚMERO, COLONIA INFONAVIT LOMAS 2, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0037,PARQUE INFANTIL,ENTRE CALLE CONGRESO DEL TRABAJO Y ANDADOR SIN NOMBRE,LUGAR PÚBLICO,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,269,URBANA,685,685,URBANA,B1,NO,"ANDADOR CÓDIGO LABORAL CON MÁRTIRES DEL RÍO
BLANCO, SIN NÚMERO, COLONIA INFONAVIT LOMAS 2, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0057,BOHÍO DE LA PLAZA MÁRTIRES DEL RÍO BLANCO,A UN COSTADO DE TAKITOS CUKITA,LUGAR PÚBLICO,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,270,URBANA,414,414,URBANA,B1,NO,"CALLE ARTÍCULO 123, SIN NÚMERO, COLONIA INFONAVIT LOMAS 2, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0088,JARDÍN DE NIÑOS ÁNGELA PERALTA,CASI ESQUINA CON CALLE PRIMERO DE MAYO,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,270,URBANA,413,413,URBANA,C1,NO,"CALLE ARTÍCULO 123, SIN NÚMERO, COLONIA INFONAVIT LOMAS 2, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0088,JARDÍN DE NIÑOS ÁNGELA PERALTA,CASI ESQUINA CON CALLE PRIMERO DE MAYO,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,271,URBANA,642,641,URBANA,B1,NO,"CALLE JOSÉ LUIS RAMIRO GALERO, SIN NÚMERO, COLONIA POPULAR SOLIDARIDAD, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0067,ESCUELA PRIMARIA JUANA MARÍA VÁZQUEZ SALAZAR,ESQUINA CON CALLE HORACIO SÁNCHEZ UNZUETA,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,271,URBANA,642,641,URBANA,C1,NO,"CALLE JOSÉ LUIS RAMIRO GALERO, SIN NÚMERO, COLONIA POPULAR SOLIDARIDAD, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0067,ESCUELA PRIMARIA JUANA MARÍA VÁZQUEZ SALAZAR,ESQUINA CON CALLE HORACIO SÁNCHEZ UNZUETA,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,271,URBANA,642,640,URBANA,C2,NO,"CALLE JOSÉ LUIS RAMIRO GALERO, SIN NÚMERO, COLONIA POPULAR SOLIDARIDAD, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0067,ESCUELA PRIMARIA JUANA MARÍA VÁZQUEZ SALAZAR,ESQUINA CON CALLE HORACIO SÁNCHEZ UNZUETA,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,271,URBANA,641,640,URBANA,C3,NO,"CALLE JOSÉ LUIS RAMIRO GALERO, SIN NÚMERO,
COLONIA POPULAR SOLIDARIDAD, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0067,ESCUELA PRIMARIA JUANA MARÍA VÁZQUEZ SALAZAR,ESQUINA CON CALLE HORACIO SÁNCHEZ UNZUETA,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,271,URBANA,641,640,URBANA,C4,NO,"CALLE JOSÉ LUIS RAMIRO GALERO, SIN NÚMERO, COLONIA POPULAR SOLIDARIDAD, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0067,ESCUELA PRIMARIA JUANA MARÍA VÁZQUEZ SALAZAR,ESQUINA CON CALLE HORACIO SÁNCHEZ UNZUETA,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,271,URBANA,641,640,URBANA,C5,NO,"CALLE JOSÉ LUIS RAMIRO GALERO, SIN NÚMERO, COLONIA POPULAR SOLIDARIDAD, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0067,ESCUELA PRIMARIA JUANA MARÍA VÁZQUEZ SALAZAR,ESQUINA CON CALLE HORACIO SÁNCHEZ UNZUETA,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,272,NO URBANA,663,663,NO URBANA,B1,NO,"CALLE GUADALUPE VICTORIA, SIN NÚMERO, EJIDO TANCULPAYA, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0094,ESCUELA PRIMARIA FEDERAL GUADALUPE VICTORIA,ESQUINA CON CALLE 5 DE MAYO,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,272,NO URBANA,662,662,NO URBANA,C1,NO,"CALLE GUADALUPE VICTORIA, SIN NÚMERO, EJIDO TANCULPAYA, CÓDIGO POSTAL 79020, CIUDAD VALLES,
SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0094,ESCUELA PRIMARIA FEDERAL GUADALUPE VICTORIA,ESQUINA CON CALLE 5 DE MAYO,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,273,URBANA,640,639,URBANA,B1,NO,"CALLE PEDREGAL, SIN NÚMERO, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0005,ESCUELA PRIMARIA FEDERAL NUEVOS HORIZONTES,ENTRE CALLES CHIJOL Y PARAGUAY,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,273,URBANA,639,638,URBANA,C1,NO,"CALLE PEDREGAL, SIN NÚMERO, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0005,ESCUELA PRIMARIA FEDERAL NUEVOS HORIZONTES,ENTRE CALLES CHIJOL Y PARAGUAY,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,274,URBANA,665,665,URBANA,B1,NO,"CALLE ARGENTINA ESQUINA CON PROLONGACIÓN
PARAGUAY, SIN NÚMERO, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0089,CAMPO EL CHOYAL,CAMPO DE LA COLONIA,LUGAR PÚBLICO,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,274,URBANA,665,665,URBANA,C1,NO,"CALLE ARGENTINA ESQUINA CON PROLONGACIÓN
PARAGUAY, SIN NÚMERO, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0089,CAMPO EL CHOYAL,CAMPO DE LA COLONIA,LUGAR PÚBLICO,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,274,URBANA,665,665,URBANA,C2,NO,"CALLE ARGENTINA ESQUINA CON PROLONGACIÓN
PARAGUAY, SIN NÚMERO, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0089,CAMPO EL CHOYAL,CAMPO DE LA COLONIA,LUGAR PÚBLICO,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,274,URBANA,665,665,URBANA,C3,NO,"CALLE ARGENTINA ESQUINA CON PROLONGACIÓN
PARAGUAY, SIN NÚMERO, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0089,CAMPO EL CHOYAL,CAMPO DE LA COLONIA,LUGAR PÚBLICO,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,274,URBANA,665,664,URBANA,C4,NO,"CALLE ARGENTINA ESQUINA CON PROLONGACIÓN
PARAGUAY, SIN NÚMERO, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0089,CAMPO EL CHOYAL,CAMPO DE LA COLONIA,LUGAR PÚBLICO,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,274,URBANA,665,664,URBANA,C5,NO,"CALLE ARGENTINA ESQUINA CON PROLONGACIÓN
PARAGUAY, SIN NÚMERO, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0089,CAMPO EL CHOYAL,CAMPO DE LA COLONIA,LUGAR PÚBLICO,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,275,URBANA,604,604,URBANA,B1,NO,"AVENIDA EMILIANO ZAPATA, SIN NÚMERO, COLONIA EMILIANO ZAPATA, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0007,ESCUELA SECUNDARIA FEDERAL NÚMERO 3 TIERRA Y LIBERTAD,ENTRE CALLES ESTADIO Y PINO,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,275,URBANA,604,603,URBANA,C1,NO,"AVENIDA EMILIANO ZAPATA, SIN NÚMERO, COLONIA EMILIANO ZAPATA, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0007,ESCUELA SECUNDARIA FEDERAL NÚMERO 3 TIERRA Y LIBERTAD,ENTRE CALLES ESTADIO Y PINO,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,275,URBANA,603,603,URBANA,C2,NO,"AVENIDA EMILIANO ZAPATA, SIN NÚMERO, COLONIA EMILIANO ZAPATA, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0007,ESCUELA SECUNDARIA FEDERAL NÚMERO 3 TIERRA Y LIBERTAD,ENTRE CALLES ESTADIO Y PINO,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,275,URBANA,603,603,URBANA,C3,NO,"AVENIDA EMILIANO ZAPATA, SIN NÚMERO, COLONIA EMILIANO ZAPATA, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0007,ESCUELA SECUNDARIA FEDERAL NÚMERO 3 TIERRA Y LIBERTAD,ENTRE CALLES ESTADIO Y PINO,ESCUELA,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,276,URBANA,522,522,URBANA,B1,NO,"AVENIDA FIDEL VELÁZQUEZ, SIN NÚMERO, COLONIA HABITACIONAL IGNACIO GARCÍA TÉLLEZ, CÓDIGO POSTAL 79030, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0005,ESCUELA PRIMARIA JOSÉ MARÍA MARTÍNEZ RODRÍGUEZ,ATRÁS DEL SINDICATO AZUCARERO,ESCUELA,79030,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,276,URBANA,522,522,URBANA,C1,NO,"AVENIDA FIDEL VELÁZQUEZ, SIN NÚMERO, COLONIA
HABITACIONAL IGNACIO GARCÍA TÉLLEZ, CÓDIGO POSTAL 79030, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0005,ESCUELA PRIMARIA JOSÉ MARÍA MARTÍNEZ RODRÍGUEZ,ATRÁS DEL SINDICATO AZUCARERO,ESCUELA,79030,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,277,URBANA,695,694,URBANA,B1,NO,"CALLE ADOLFO LÓPEZ MATEOS, SIN NÚMERO, FRACCIONAMIENTO SANTA ROSA, CÓDIGO POSTAL 79030, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0022,ESCUELA PRIMARIA PROFESOR LORENZO VELÁZQUEZ ANAYA,ENTRE CALLES PABLO SOLÍS Y LIBRADO GONZÁLEZ,ESCUELA,79030,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,277,URBANA,695,694,URBANA,C1,NO,"CALLE ADOLFO LÓPEZ MATEOS, SIN NÚMERO, FRACCIONAMIENTO SANTA ROSA, CÓDIGO POSTAL 79030, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0022,ESCUELA PRIMARIA PROFESOR LORENZO VELÁZQUEZ ANAYA,ENTRE CALLES PABLO SOLÍS Y LIBRADO GONZÁLEZ,ESCUELA,79030,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,277,URBANA,695,694,URBANA,C2,NO,"CALLE ADOLFO LÓPEZ MATEOS, SIN NÚMERO, FRACCIONAMIENTO SANTA ROSA, CÓDIGO POSTAL 79030, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0022,ESCUELA PRIMARIA PROFESOR LORENZO VELÁZQUEZ ANAYA,ENTRE CALLES PABLO SOLÍS Y LIBRADO GONZÁLEZ,ESCUELA,79030,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,277,URBANA,694,694,URBANA,C3,NO,"CALLE ADOLFO LÓPEZ MATEOS, SIN NÚMERO, FRACCIONAMIENTO SANTA ROSA, CÓDIGO POSTAL
79030, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0022,ESCUELA PRIMARIA PROFESOR LORENZO VELÁZQUEZ ANAYA,ENTRE CALLES PABLO SOLÍS Y LIBRADO GONZÁLEZ,ESCUELA,79030,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,277,URBANA,694,694,URBANA,C4,NO,"CALLE ADOLFO LÓPEZ MATEOS, SIN NÚMERO, FRACCIONAMIENTO SANTA ROSA, CÓDIGO POSTAL 79030, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0022,ESCUELA PRIMARIA PROFESOR LORENZO VELÁZQUEZ ANAYA,ENTRE CALLES PABLO SOLÍS Y LIBRADO GONZÁLEZ,ESCUELA,79030,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,277,URBANA,694,693,URBANA,C5,NO,"CALLE ADOLFO LÓPEZ MATEOS, SIN NÚMERO, FRACCIONAMIENTO SANTA ROSA, CÓDIGO POSTAL 79030, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0022,ESCUELA PRIMARIA PROFESOR LORENZO VELÁZQUEZ ANAYA,ENTRE CALLES PABLO SOLÍS Y LIBRADO GONZÁLEZ,ESCUELA,79030,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,277,URBANA,694,693,URBANA,C6,NO,"CALLE ADOLFO LÓPEZ MATEOS, SIN NÚMERO, FRACCIONAMIENTO SANTA ROSA, CÓDIGO POSTAL 79030, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0022,ESCUELA PRIMARIA PROFESOR LORENZO VELÁZQUEZ ANAYA,ENTRE CALLES PABLO SOLÍS Y LIBRADO GONZÁLEZ,ESCUELA,79030,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,278,URBANA,555,554,URBANA,B1,NO,"CALLE PIEDRA AZUL, NÚMERO 524, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0053,DOMICILIO PARTICULAR,"ESQUINA CON CALLE FOSFORITA, CONTRA ESQUINA CON ESTÉTICA UNISEX ROUSS",PARTICUL AR,79020,4,12,13
CIUDAD VALLES,CIUDAD VALLES,CIUDAD VALLES,278,URBANA,555,553,URBANA,C1,NO,"CALLE PIEDRA AZUL, NÚMERO 524, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 79020, CIUDAD VALLES, SAN LUIS POTOSÍ.",1) CIUDAD VALLES 0053,DOMICILIO PARTICULAR,"ESQUINA CON CALLE FOSFORITA, CONTRA ESQUINA CON ESTÉTICA UNISEX ROUSS",PARTICUL AR,79020,4,12,13
